#! daedalus 0.1.0
#! core_hash 76a843e583e9bff1
#! implementacao c
#! conteudo psi_trajetorias
#! semente_base 20260828
#! n 50
#! n_amostras 5
#! n_traj 16000
#! layout f64 re[n_amostras*n] depois im[n_amostras*n], por trajetoria
#! spec {"format_version":2,"core_hash":"76a843e583e9bff1","seed":20260828,"graph":{"generator":"microtubule","params":{"n_par":10,"n_perp":5,"seam_shift":2,"longitudinal_closed":false,"j_par":1,"j_perp":1,"n_modules":2,"ws_p":0,"conn_mode":"rewire","p_in":0,"p_out":0,"n":64,"dim":6,"rows":8,"cols":8}},"hamiltonian":{"kind":"adjacency","gamma":1,"normalization":"spectral","lanczos_steps":30},"initial":{"site":0},"time":{"t1":4,"nt":80},"observables":{"target":25,"population":false,"module_concurrence":true,"full_concurrence":false,"pop_stride":1},"realizations":1,"trajectories":{"n_traj":16000,"gamma_deph":0.40000000000000002,"rho_stride":20,"output_mode":"accumulate_rho"}}
#! conteudo rho_medio
#! dt 0.050000000000000003
#! scale 4.9923269076154204
#! gamma_deph 0.40000000000000002
s,t,i,j,re,im
1,1,47,46,-3.0412688457030885e-30,5.3990704174491764e-27
1,1,47,47,5.4255776103819256e-28,0
1,1,47,48,-1.3757511676288256e-31,-3.6258289551624449e-29
1,1,47,49,-1.8176363487246162e-30,-1.3127265677551297e-30
1,1,48,0,1.2417138854635026e-15,4.395538521824521e-18
1,1,48,1,8.844078790629602e-19,-2.5032228899059382e-16
1,1,48,2,-2.5130702875208557e-17,-9.2127877821931554e-20
1,1,48,3,7.8980391538371412e-20,1.6794579692212853e-18
1,1,48,4,7.8076632985481239e-20,1.6912026317883158e-18
1,1,48,5,8.8897758774592953e-19,-2.5087222583107878e-16
1,1,48,6,-5.0527068230942888e-17,-1.7878159205047819e-19
1,1,48,7,-1.8382025443787642e-20,5.0696587332861542e-18
1,1,48,8,3.3865407648340928e-19,-9.0252968170189022e-21
1,1,48,9,1.6964605224288328e-19,-1.6349213882283792e-20
1,1,48,10,-2.5141141308231787e-17,-9.2540178193263636e-20
1,1,48,11,-1.8088577262850403e-20,5.0746145940388041e-18
1,1,48,12,5.0922955672088904e-19,1.838605397981452e-21
1,1,48,13,-5.6236976491883108e-22,-3.4013210905275454e-20
1,1,48,14,-1.6662866030803425e-21,-1.0198981444728748e-20
1,1,48,15,-6.6316639446706377e-21,1.6772723541028161e-18
1,1,48,16,3.391403502495455e-19,1.225001308851563e-21
1,1,48,17,1.2289687234557404e-22,-3.4040710684608879e-20
1,1,48,18,-2.2737567733227961e-21,2.4487149044612928e-23
1,1,48,19,-4.5392824560945573e-22,1.1220318293194537e-22
1,1,48,20,8.3882578908225802e-20,3.6600785657945145e-22
1,1,48,21,6.2520066765416101e-23,-1.6983156519352172e-20
1,1,48,22,-1.7051162663796862e-21,-6.1741747717520755e-24
1,1,48,23,8.1666861847084551e-25,1.1390334184698788e-22
1,1,48,24,5.6443312036515611e-24,1.6229724330238437e-23
1,1,48,25,1.6474129416213579e-23,-3.3553242771515377e-21
1,1,48,26,-6.8002584514594535e-22,-2.5653423073347304e-24
1,1,48,27,-2.4862972137573962e-25,6.8292877069264302e-23
1,1,48,28,4.5625578233434818e-24,-2.1756982556939478e-26
1,1,48,29,4.8735989567442506e-25,-2.2669148036633486e-25
1,1,48,30,-1.1183303565906053e-22,-6.2557264727763745e-25
1,1,48,31,-8.8141743380981539e-26,2.2684048943326061e-23
1,1,48,32,2.2786656926890281e-24,8.3587891912397132e-27
1,1,48,33,-4.6958198796414063e-28,-1.5225490707587831e-25
1,1,48,34,-7.5784873226898526e-27,-1.2646710470353228e-26
1,1,48,35,-2.049638360323608e-26,3.1947766782185406e-24
1,1,48,36,6.4847260690553581e-25,2.6075550007598103e-27
1,1,48,37,2.4129618013702695e-28,-6.5156360005531756e-26
1,1,48,38,-4.354204591114976e-27,8.0754336721832722e-30
1,1,48,39,-2.8935313070926476e-28,2.1701256553710368e-28
1,1,48,40,7.9857925042114761e-26,5.8899282574258606e-28
1,1,48,41,6.7777645554816691e-29,-1.6219112389527893e-26
1,1,48,42,-1.630017852892533e-27,-6.1050482177776658e-30
1,1,48,43,9.0142611782352593e-32,1.0894485528662805e-28
1,1,48,44,5.4405421095531984e-30,5.275588236025077e-30
1,1,48,45,1.5041461921187485e-29,-1.7750580096136994e-27
1,1,48,46,-3.6070070635033457e-28,-1.5723748331235639e-30
1,1,48,47,-1.3757511676288256e-31,3.6258289551624449e-29
1,1,48,48,2.4237277911120598e-30,0
1,1,48,49,8.817602663259511e-32,-1.2119264343068685e-31
1,1,49,0,4.4889780908225091e-17,6.2193189626308157e-17
1,1,49,1,1.2542321368435548e-17,-9.0309840623807377e-18
1,1,49,2,-9.0550283592371695e-19,-1.2596724364270165e-18
1,1,49,3,-8.1100835337313987e-20,6.4735317952543145e-20
1,1,49,4,-8.1611293779120865e-20,6.5516635056311267e-20
1,1,49,5,1.2559828376513708e-17,-9.0821179522605856e-18
1,1,49,6,-1.8258654927092858e-18,-2.5308010543662463e-18
1,1,49,7,-2.540398334508499e-19,1.8298645275042519e-19
1,1,49,8,1.2728833065110123e-20,1.6601180979351586e-20
1,1,49,9,6.9997636313256135e-21,7.8778449188683936e-21
1,1,49,10,-9.1079488282418939e-19,-1.2585974298933887e-18
1,1,49,11,-2.5414614446316132e-19,1.8357474126019328e-19
1,1,49,12,1.8402350445537253e-20,2.5513903898583294e-20
1,1,49,13,1.679710842592587e-21,-1.262678967207071e-21
1,1,49,14,4.4882705819877962e-22,-4.5503828072272929e-22
1,1,49,15,-8.3981258766817605e-20,6.0773198201563806e-20
1,1,49,16,1.2276723969131251e-20,1.6984827157499414e-20
1,1,49,17,1.7054733439242877e-21,-1.23115495164214e-21
1,1,49,18,-8.3822135501173468e-23,-1.1276039556116978e-22
1,1,49,19,-2.2154820528470061e-23,-1.8595475050034705e-23
1,1,49,20,3.0385796164587499e-21,4.201515659388612e-21
1,1,49,21,8.5062263707621509e-22,-6.1501935420511366e-22
1,1,49,22,-6.1702525816846503e-23,-8.543014208284226e-23
1,1,49,23,-5.6636916450613401e-24,4.1809424670168583e-24
1,1,49,24,-6.0557845037185689e-25,8.7371946774396421e-25
1,1,49,25,1.6814637842312131e-22,-1.2147041303293785e-22
1,1,49,26,-2.4630240527125779e-23,-3.4064773768048485e-23
1,1,49,27,-3.421858898688109e-24,2.4721278556777028e-24
1,1,49,28,1.6699087939146892e-25,2.2727547905607265e-25
1,1,49,29,2.9094998205905548e-26,1.6107075331629675e-26
1,1,49,30,-4.0449212601352804e-24,-5.6078536702686854e-24
1,1,49,31,-1.1365281975807408e-24,8.2160729760752038e-25
1,1,49,32,8.2500537697347322e-26,1.1418518209870074e-25
1,1,49,33,7.5941165546828207e-27,-5.5611627104458075e-27
1,1,49,34,3.5634949955941399e-28,-8.3974651197150973e-28
1,1,49,35,-1.6032088829423321e-25,1.1541579726523737e-25
1,1,49,36,2.3484400602487587e-26,3.2497088356529971e-26
1,1,49,37,3.265407042149176e-27,-2.3591963560902381e-27
1,1,49,38,-1.5879538517723039e-28,-2.1738915490217697e-28
1,1,49,39,-2.1393037800111201e-29,-6.5681947778491121e-30
1,1,49,40,2.880836067800001e-27,4.0108538876584045e-27
1,1,49,41,8.1298729631192023e-28,-5.8723861246405994e-28
1,1,49,42,-5.901922589013939e-29,-8.1701563377840739e-29
1,1,49,43,-5.4437500094955928e-30,3.9678694245411618e-30
1,1,49,44,-6.5814094336058356e-32,4.6422984316087309e-31
1,1,49,45,8.9236915179203368e-29,-6.3927423595508334e-29
1,1,49,46,-1.3055652300601083e-29,-1.8084904787604527e-29
1,1,49,47,-1.8176363487246162e-30,1.3127265677551297e-30
1,1,49,48,8.817602663259511e-32,1.2119264343068685e-31
1,1,49,49,9.2721804617939777e-33,0
2,2,0,0,0.77890677380523743,0
2,2,0,1,-2.3395648818607265e-06,-0.20960832757791495
2,2,0,2,-0.036238042277031493,-3.4343165532698239e-05
2,2,0,3,0.00043954294995162286,0.0044988027324238981
2,2,0,4,0.00043177396909166389,0.0045434341452831031
2,2,0,5,-2.2961667227062636e-06,-0.20984259168808436
2,2,0,6,-0.073450782353685296,9.3868941917065009e-07
2,2,0,7,-9.0606392408338634e-06,0.013752368562572812
2,2,0,8,0.0017648037763305466,-0.00010347816212923491
2,2,0,9,0.00087448737175564652,-0.00017221078055900722
2,2,0,10,-0.035866311966571113,-3.3507765465565556e-05
2,2,0,11,-2.0799905368739952e-06,0.013727214041470599
2,2,0,12,0.0026601826819135817,1.4091176112187348e-06
2,2,0,13,-1.3594242730505853e-05,-0.00034717037817940402
2,2,0,14,-3.4198772185381284e-05,-0.00010231105871463128
2,2,0,15,-1.35398910372817e-05,0.0044046066725050336
2,2,0,16,0.0017574683519945493,8.8030002591282321e-07
2,2,0,17,1.7820002036680176e-07,-0.00034678562359824439
2,2,0,18,-4.5703254337096312e-05,1.2789082951368785e-06
2,2,0,19,-8.9341330031974274e-06,4.5289196128712136e-06
2,2,0,20,0.0004190397250590323,2.7057336502488478e-06
2,2,0,21,1.7799722377003942e-07,-0.00017111732963405254
2,2,0,22,-3.4129168228573553e-05,-2.003769455208087e-08
2,2,0,23,9.4816976969412347e-08,4.5260137459190652e-06
2,2,0,24,4.5029235287545725e-07,6.2993516149966289e-07
2,2,0,25,3.5974725783109335e-07,-3.2433240549669992e-05
2,2,0,26,-1.3436567237654755e-05,-2.3791827289104892e-08
2,2,0,27,-1.9864547937535747e-09,2.6985300393191331e-06
2,2,0,28,3.5937367837799493e-07,-5.826150823282443e-09
2,2,0,29,3.7430598495300998e-08,-3.5854514144565902e-08
2,2,0,30,-2.1125195277542963e-06,-3.5866757788466374e-08
2,2,0,31,-2.3793003735088353e-09,8.8369910861395907e-07
2,2,0,32,1.7832203566344467e-07,1.6996346260252195e-10
2,2,0,33,-3.0601197616927674e-10,-2.3818806416287736e-08
2,2,0,34,-2.3812683808268702e-09,-1.9264884691717627e-09
2,2,0,35,-2.8615849246708246e-09,1.1867401392021379e-07
2,2,0,36,4.9985834404065363e-08,1.902101724977891e-10
2,2,0,37,1.2483029251751023e-11,-1.0121081463035076e-08
2,2,0,38,-1.3548607725422955e-09,1.4025864210489735e-11
2,2,0,39,-8.7589781220031776e-11,1.3565985123668612e-10
2,2,0,40,5.8576298213687599e-09,1.9033478572356975e-10
2,2,0,41,1.2669532148389049e-11,-2.4798619452028657e-09
2,2,0,42,-5.0339402570591397e-10,-7.9184991717363807e-13
2,2,0,43,5.5624581112164738e-13,6.7498618836467347e-11
2,2,0,44,6.7821380461457403e-12,3.1892579092534806e-12
2,2,0,45,1.0871287492723309e-11,-2.5812516683623352e-10
2,2,0,46,-1.0970624727702589e-10,-7.2475252179543936e-13
2,2,0,47,-4.3990858551824271e-14,2.2312928996429994e-11
2,2,0,48,2.9957285770817371e-12,-1.9470662514681947e-14
2,2,0,49,1.0648430006762923e-13,-3.016610192724487e-13
2,2,1,0,-2.3395648818607265e-06,0.20960832757791495
2,2,1,1,0.098558899482986059,0
2,2,1,2,1.4016296670714637e-05,-0.016381740604248074
2,2,1,3,-0.0019801347780526398,0.0001752626206244777
2,2,1,4,-0.0017816313041365461,0.00018709395799416337
2,2,1,5,0.073460360285491327,3.2627869556584823e-09
2,2,1,6,8.501678712843606e-09,-0.030412130882733774
2,2,1,7,-0.0058141189227721973,-3.7477422906652169e-06
2,2,1,8,4.1648605561281551e-05,0.00074763424726176136
2,2,1,9,7.2863569193892469e-05,0.00034867200913874939
2,2,1,10,1.459347917089819e-05,-0.01358686963295132
2,2,1,11,-0.0055859164987956903,-9.7135896367831905e-07
2,2,1,12,-5.9126155533814661e-07,0.0011033392503160323
2,2,1,13,0.00014493847761418044,-5.5026687193313741e-06
2,2,1,14,4.1180769420352635e-05,-1.4311850094544275e-05
2,2,1,15,-0.0017249311665726674,-5.7473387134988983e-06
2,2,1,16,-3.8238647682672602e-07,0.00071434268859338736
2,2,1,17,0.0001429444596331835,7.5488221708514647e-08
2,2,1,18,-5.1956185470073964e-07,-1.895946193293022e-05
2,2,1,19,-1.8845816190298016e-06,-3.6172170995064691e-06
2,2,1,20,-1.1359778696746783e-06,0.00016690005305049002
2,2,1,21,6.9676557225072265e-05,7.565431994868732e-08
2,2,1,22,8.5048842604210027e-09,-1.4039179772672625e-05
2,2,1,23,-1.8718114460230967e-06,3.8612283496304175e-08
2,2,1,24,-2.5603836655729327e-07,1.867712535116477e-07
2,2,1,25,1.3043763214387994e-05,1.5013921700595066e-07
2,2,1,26,1.0008577811900977e-08,-5.4822578384156007e-06
2,2,1,27,-1.1093708027638146e-06,-8.4069320381326375e-10
2,2,1,28,2.3763628746091972e-09,1.4838332093117043e-07
2,2,1,29,1.484188732495321e-08,1.5254823384261555e-08
2,2,1,30,1.4914660653069356e-08,-8.5475569161966394e-07
2,2,1,31,-3.6117489274640946e-07,-9.9501488017658123e-10
2,2,1,32,-7.1617870852427333e-11,7.3300700476951361e-08
2,2,1,33,9.8253477928611454e-09,-1.249450053223414e-10
2,2,1,34,7.8666845168385027e-10,-9.8440885898613589e-10
2,2,1,35,-4.8210449760282824e-08,-1.187110390242698e-09
2,2,1,36,-7.9245972454440258e-11,2.045702520913091e-08
2,2,1,37,4.1606184132237997e-09,5.2382596607358153e-12
2,2,1,38,-5.7303481172953585e-12,-5.5855186965881525e-10
2,2,1,39,-5.6028871879693832e-11,-3.5818551404626566e-11
2,2,1,40,-7.8827721660811337e-11,2.3862741485881127e-09
2,2,1,41,1.0159484442707456e-09,5.2647994515325666e-12
2,2,1,42,3.3114092932064244e-13,-2.0696043921984869e-10
2,2,1,43,-2.7815598801258571e-11,2.2731214831732036e-13
2,2,1,44,-1.3056755652819419e-12,2.7991703657087155e-12
2,2,1,45,1.0536729409213649e-10,4.4968944094703161e-12
2,2,1,46,3.0060748408352105e-13,-4.4980283655840202e-11
2,2,1,47,-9.1745658529671774e-12,-1.8345542654039544e-14
2,2,1,48,7.9557794845903794e-15,1.234156678045614e-12
2,2,1,49,1.2443847020668545e-13,4.3632930934254428e-14
2,2,2,0,-0.036238042277031493,3.4343165532698239e-05
2,2,2,1,1.4016296670714637e-05,0.016381740604248074
2,2,2,2,0.0038374348489961007,0
2,2,2,3,-3.5178329626281525e-05,-0.00044069956464468693
2,2,2,4,-4.0597392655560645e-05,-0.00035046348188042621
2,2,2,5,1.4696039880646816e-05,0.013754819072733543
2,2,2,6,0.0058143373860277802,-5.8488437600991462e-06
2,2,2,7,-4.1067647449069523e-07,-0.0011979161366702088
2,2,2,8,-0.0001551397334409381,8.4731236254634904e-06
2,2,2,9,-6.9221341686551577e-05,1.5176121133538428e-05
2,2,2,10,0.0026277859922926739,-9.745821338211937e-08
2,2,2,11,-1.0215078372515008e-06,-0.0011015056698867576
2,2,2,12,-0.00022340140602842293,1.2008277662999511e-07
2,2,2,13,1.1347611734615207e-06,2.960289623193861e-05
2,2,2,14,2.9416077680581252e-06,8.2214861502575877e-06
2,2,2,15,7.6020448034197864e-07,-0.00033911813998210979
2,2,2,16,-0.00014246909509808879,8.6457438306487694e-08
2,2,2,17,1.6948978904195139e-08,2.8885762027566843e-05
2,2,2,18,3.8556183246035457e-06,-1.086777440682662e-07
2,2,2,19,7.2476009743177941e-07,-3.8529583292480334e-07
2,2,2,20,-3.3121823310058174e-05,-1.9106232573897506e-07
2,2,2,21,9.2364973226423058e-10,1.3973157614893161e-05
2,2,2,22,2.8381101861836345e-06,-1.4939921263363638e-09
2,2,2,23,-8.2004610232943841e-09,-3.8012626786124951e-07
2,2,2,24,-3.8088356514464827e-08,-5.1423799744955051e-08
2,2,2,25,-2.7426421176780847e-08,2.6038095811741537e-06
2,2,2,26,1.1029248902094348e-06,7.4810046315361845e-10
2,2,2,27,-8.5298651666126552e-11,-2.244158782541593e-07
2,2,2,28,-3.0118819327430299e-08,5.1310803669313028e-10
2,2,2,29,-3.0687981390942087e-09,3.0225706594321966e-09
2,2,2,30,1.7129394113083278e-07,2.8313289911263369e-09
2,2,2,31,1.1774235504535565e-10,-7.2809314922050461e-08
2,2,2,32,-1.483677390438727e-08,2.3959709678480576e-12
2,2,2,33,2.7474191407391362e-11,1.9939873906110294e-09
2,2,2,34,2.0031022430979178e-10,1.5842585991131913e-10
2,2,2,35,2.301091899892562e-10,-9.687706445132552e-09
2,2,2,36,-4.1296963087908053e-09,-1.1340346955859728e-11
2,2,2,37,-1.0254793557918331e-13,8.4254271835481592e-10
2,2,2,38,1.13346775033321e-10,-1.285917430351991e-12
2,2,2,39,7.21861030214376e-12,-1.139465165187815e-11
2,2,2,40,-4.8045580377244623e-10,-1.5472037210341246e-11
2,2,2,41,-8.3417832117255799e-13,2.0529775007481276e-10
2,2,2,42,4.1925621185504251e-11,1.946963740973332e-14
2,2,2,43,-5.2342833312790829e-14,-5.6444766237976981e-12
2,2,2,44,-5.6901106572050566e-13,-2.6318653325128749e-13
2,2,2,45,-8.8974028751703452e-13,2.1245987260045546e-11
2,2,2,46,9.0962355456604904e-12,5.067817761296434e-14
2,2,2,47,1.6090719653410352e-15,-1.8590945050569881e-12
2,2,2,48,-2.5043884001979392e-13,1.8927534385514262e-15
2,2,2,49,-8.7939591938123707e-15,2.528736823517667e-14
2,2,3,0,0.00043954294995162286,-0.0044988027324238981
2,2,3,1,-0.0019801347780526398,-0.0001752626206244777
2,2,3,2,-3.5178329626281525e-05,0.00044069956464468693
2,2,3,3,5.6410116408982623e-05,0
2,2,3,4,4.6611235819863682e-05,4.0198901849250736e-07
2,2,3,5,-0.0017651586391770561,-0.00018686478140097674
2,2,3,6,-7.3227934091094386e-05,0.00074767460014934931
2,2,3,7,0.00015514088460731324,1.453503404056713e-05
2,2,3,8,7.9900170811884407e-07,-2.0654509364084862e-05
2,2,3,9,-9.0820484646982995e-07,-9.3585362133100118e-06
2,2,3,10,-4.1996838938353759e-05,0.00034267419537309922
2,2,3,11,0.00014462371013650849,1.5480431831263762e-05
2,2,3,12,2.9943430180464732e-06,-2.9588729339870018e-05
2,2,3,13,-3.9714030620159286e-06,-2.42238564818343e-07
2,2,3,14,-1.1318399517118356e-06,2.6497361937089473e-07
2,2,3,15,4.4621656723061198e-05,5.6976829999502011e-06
2,2,3,16,2.0898551764298236e-06,-1.8875927106865126e-05
2,2,3,17,-3.851671491818127e-06,-4.027182734890632e-07
2,2,3,18,-3.8375904898744462e-08,5.1821755445285146e-07
2,2,3,19,4.06208042703314e-08,1.0182551202918081e-07
2,2,3,20,5.6513460496506016e-07,-4.3818029470539237e-06
2,2,3,21,-1.8599933850973114e-06,-2.0755051453452939e-07
2,2,3,22,-4.0160527922861192e-08,3.7954803017695692e-07
2,2,3,23,5.112144147915463e-08,4.1933712337184369e-09
2,2,3,24,7.3905724211458888e-09,-4.3467309984299031e-09
2,2,3,25,-3.4561758558703912e-07,-4.5014181036302016e-08
2,2,3,26,-1.6409130090965743e-08,1.4721090329953851e-07
2,2,3,27,3.0059962216102332e-08,3.1907830104011288e-09
2,2,3,28,3.531290835113135e-10,-4.0515430119026678e-09
2,2,3,29,-3.6108355521152463e-10,-4.5223391522190822e-10
2,2,3,30,-3.0284043376621021e-09,2.2783211809625869e-08
2,2,3,31,9.734652834686829e-09,1.0829447498180515e-09
2,2,3,32,2.1120518597159895e-10,-1.9893445553116963e-09
2,2,3,33,-2.6826143900046257e-10,-2.4319172558428856e-11
2,2,3,34,-2.3994206154645507e-11,2.4629021485849716e-11
2,2,3,35,1.2900377776741069e-09,1.7733136894465873e-10
2,2,3,36,6.1522877806905496e-11,-5.5276420929518266e-10
2,2,3,37,-1.1304592604989066e-10,-1.2000292904569472e-11
2,2,3,38,-1.4208959570686816e-12,1.5250098416561155e-11
2,2,3,39,1.4283500125594846e-12,1.126054798914962e-12
2,2,3,40,9.213028692051237e-12,-6.4013766182287094e-11
2,2,3,41,-2.7500264854092991e-11,-3.0731311270782837e-12
2,2,3,42,-5.9777802438565318e-13,5.6279079736606686e-12
2,2,3,43,7.5943639134987414e-13,7.2352658255368743e-14
2,2,3,44,4.3235300241781255e-14,-7.2765810674951813e-14
2,2,3,45,-2.8309535129845051e-12,-4.3091633218371798e-13
2,2,3,46,-1.3727241686249644e-13,1.2191019467603104e-12
2,2,3,47,2.4964080262482578e-13,2.6559340776283741e-14
2,2,3,48,3.2682374354054182e-15,-3.3694867559211468e-14
2,2,3,49,-3.2762418691150616e-15,-1.5334020021822451e-15
2,2,4,0,0.00043177396909166389,-0.0045434341452831031
2,2,4,1,-0.0017816313041365461,-0.00018709395799416337
2,2,4,2,-4.0597392655560645e-05,0.00035046348188042621
2,2,4,3,4.6611235819863682e-05,-4.0198901849250736e-07
2,2,4,4,6.0338591790875944e-05,0
2,2,4,5,-0.0019611857438337414,-0.00017222455671040996
2,2,4,6,-7.2863818095988844e-05,0.00074509645262729382
2,2,4,7,0.00014501756909325451,1.5202463305457732e-05
2,2,4,8,7.1166123063844057e-07,-1.9130307870206523e-05
2,2,4,9,-9.6932045260210834e-07,-1.1555893621445159e-05
2,2,4,10,-3.41112780479422e-05,0.00045118082801080171
2,2,4,11,0.00015786164864918425,1.4301738573496887e-05
2,2,4,12,2.946594459756861e-06,-2.9876195101965152e-05
2,2,4,13,-3.8927160274438815e-06,-2.2597575443680604e-07
2,2,4,14,-1.3335106895889494e-06,2.7298514835084643e-07
2,2,4,15,5.8157452272617719e-05,4.5700581320353338e-06
2,2,4,16,1.8854395008401503e-06,-2.1025625256809791e-05
2,2,4,17,-4.0005510929888478e-06,-3.8597500178678745e-07
2,2,4,18,-3.6203150075827519e-08,5.2119410292632781e-07
2,2,4,19,4.1566662064661128e-08,1.1539258507609535e-07
2,2,4,20,4.6619141234206526e-07,-5.457847582822533e-06
2,2,4,21,-2.058416029959505e-06,-1.8749816072228532e-07
2,2,4,22,-3.8179007527636986e-08,3.9703003354649408e-07
2,2,4,23,5.1972877387946029e-08,3.9827957471486673e-09
2,2,4,24,8.1267265150831664e-09,-4.4373220119586588e-09
2,2,4,25,-4.1122130552885918e-07,-3.8551969757143144e-08
2,2,4,26,-1.4984346155645201e-08,1.6063031866951331e-07
2,2,4,27,3.1405196259194317e-08,3.0335865273158573e-09
2,2,4,28,3.372171001299629e-10,-4.1350254199005355e-09
2,2,4,29,-3.6811281543254997e-10,-4.8621095814957438e-10
2,2,4,30,-2.6863281715092565e-09,2.6091935594171029e-08
2,2,4,31,1.0468593158085898e-08,1.0016337104477659e-09
2,2,4,32,2.0142460814140444e-10,-2.0701487268875769e-09
2,2,4,33,-2.7403262969467669e-10,-2.3324699469306457e-11
2,2,4,34,-2.5374776334100588e-11,2.5085572508593131e-11
2,2,4,35,1.4341334396499532e-09,1.6190195482817763e-10
2,2,4,36,5.7570917227490379e-11,-5.8706923630345852e-10
2,2,4,37,-1.171345956761924e-10,-1.1487254692919792e-11
2,2,4,38,-1.3673801667159207e-12,1.5574299963203176e-11
2,2,4,39,1.4539288414628074e-12,1.1765877951011255e-12
2,2,4,40,8.599769128879997e-12,-6.9600083379853629e-11
2,2,4,41,-2.8921093187254901e-11,-2.9033637053361817e-12
2,2,4,42,-5.7415808006963079e-13,5.8097733440464125e-12
2,2,4,43,7.7513804327182715e-13,6.9813779213049409e-14
2,2,4,44,4.4723991310999317e-14,-7.4005010470832598e-14
2,2,4,45,-3.0284602892714137e-12,-4.0891751490152314e-13
2,2,4,46,-1.3066414540329094e-13,1.2725975589698707e-12
2,2,4,47,2.5694422609922926e-13,2.5580856314026279e-14
2,2,4,48,3.1598674452052532e-15,-3.4371581938167885e-14
2,2,4,49,-3.3306610818184547e-15,-1.5737770837863983e-15
2,2,5,0,-2.2961667227062636e-06,0.20984259168808436
2,2,5,1,0.073460360285491327,-3.2627869556584823e-09
2,2,5,2,1.4696039880646816e-05,-0.013754819072733543
2,2,5,3,-0.0017651586391770561,0.00018686478140097674
2,2,5,4,-0.0019611857438337414,0.00017222455671040996
2,2,5,5,0.099413763361571414,0
2,2,5,6,2.3586371137888141e-09,-0.030227983497886423
2,2,5,7,-0.0055676774090546574,-3.8873051143707842e-06
2,2,5,8,4.3654391164969365e-05,0.00071483353176744454
2,2,5,9,6.9949148747395007e-05,0.00037189295612602197
2,2,5,10,1.3677681817020906e-05,-0.015997954950410138
2,2,5,11,-0.0057359097400392633,-9.1915372952753254e-07
2,2,5,12,-6.0467508769350362e-07,0.0010943386070339553
2,2,5,13,0.00014227714558237605,-5.7088823073084741e-06
2,2,5,14,4.3180324023389361e-05,-1.4007328882937602e-05
2,2,5,15,-0.0019033465594367259,-5.5392349394594553e-06
2,2,5,16,-3.6955663288335541e-07,0.00073481579283899388
2,2,5,17,0.00014344145567165539,7.6127189439448371e-08
2,2,5,18,-5.3539252434832597e-07,-1.8830218610335368e-05
2,2,5,19,-1.863153965328696e-06,-3.7538181880848162e-06
2,2,5,20,-1.1111159327868926e-06,0.00017835669614454374
2,2,5,21,7.1478825160764189e-05,7.4000548247863377e-08
2,2,5,22,8.4985600737134187e-09,-1.4148601972687263e-05
2,2,5,23,-1.8698002880786625e-06,3.9598201104558895e-08
2,2,5,24,-2.6387548253602254e-07,1.8570307327256121e-07
2,2,5,25,1.3697313703120678e-05,1.4811434277457721e-07
2,2,5,26,9.8629418024288356e-09,-5.6069780795241258e-06
2,2,5,27,-1.1197235265887333e-06,-8.3681759869942089e-10
2,2,5,28,2.4283930369672461e-09,1.4867126837841593e-07
2,2,5,29,1.4807283571232249e-08,1.5643626058909385e-08
2,2,5,30,1.4791340533727294e-08,-8.8806230054373316e-07
2,2,5,31,-3.6839236086530669e-07,-9.8530707339914731e-10
2,2,5,32,-7.123532093965977e-11,7.4010619470135851e-08
2,2,5,33,9.8602457274082814e-09,-1.2733698084011168e-10
2,2,5,34,8.0367751932806886e-10,-9.8417877582673624e-10
2,2,5,35,-4.9732320473364423e-08,-1.1813057458816096e-09
2,2,5,36,-7.8731174437224422e-11,2.0817372740336088e-08
2,2,5,37,4.2001500092592325e-09,5.213341676637403e-12
2,2,5,38,-5.8280307554700377e-12,-5.610069753890469e-10
2,2,5,39,-5.6090039970073143e-11,-3.6484751746409078e-11
2,2,5,40,-7.8620083535452155e-11,2.448954790695701e-09
2,2,5,41,1.0317935916620454e-09,5.2426034430953553e-12
2,2,5,42,3.2988762552594254e-13,-2.088390894416192e-10
2,2,5,43,-2.7949230619866028e-11,2.3083127789024895e-13
2,2,5,44,-1.3267540891737235e-12,2.8045835208209286e-12
2,2,5,45,1.0771262439356906e-10,4.4919900656063493e-12
2,2,5,46,2.9983171056465467e-13,-4.5604244791920046e-11
2,2,5,47,-9.2530768469332483e-12,-1.8294388164342729e-14
2,2,5,48,8.0701783289168751e-15,1.2402810076950514e-12
2,2,5,49,1.247463460248327e-13,4.425067156538573e-14
2,2,6,0,-0.073450782353685296,-9.3868941917065009e-07
2,2,6,1,8.501678712843606e-09,0.030412130882733774
2,2,6,2,0.0058143373860277802,5.8488437600991462e-06
2,2,6,3,-7.3227934091094386e-05,-0.00074767460014934931
2,2,6,4,-7.2863818095988844e-05,-0.00074509645262729382
2,2,6,5,2.3586371137888141e-09,0.030227983497886423
2,2,6,6,0.014313746514384449,0
2,2,6,7,1.561759120345286e-06,-0.0024266142409928347
2,2,6,8,-0.00030644163823685097,1.7381436791523498e-05
2,2,6,9,-0.00014566837479927614,2.9777576685457911e-05
2,2,6,10,0.0056765848691876725,5.7789909233735672e-06
2,2,6,11,3.8788039861680999e-07,-0.0024077506569163188
2,2,6,12,-0.00046486453354319628,-2.4530841872790581e-07
2,2,6,13,2.293941085714729e-06,6.0431152499734884e-05
2,2,6,14,5.9314113467884072e-06,1.7185313252065928e-05
2,2,6,15,2.34706628150587e-06,-0.00072115013756360552
2,2,6,16,-0.00030291789202233917,-1.5604152969654595e-07
