#! daedalus 0.1.0
#! core_hash 76a843e583e9bff1
#! implementacao c
#! conteudo psi_trajetorias
#! semente_base 20260828
#! n 50
#! n_amostras 5
#! n_traj 250
#! layout f64 re[n_amostras*n] depois im[n_amostras*n], por trajetoria
#! spec {"format_version":2,"core_hash":"76a843e583e9bff1","seed":20260828,"graph":{"generator":"microtubule","params":{"n_par":10,"n_perp":5,"seam_shift":2,"longitudinal_closed":false,"j_par":1,"j_perp":1,"n_modules":2,"ws_p":0,"conn_mode":"rewire","p_in":0,"p_out":0,"n":64,"dim":6,"rows":8,"cols":8}},"hamiltonian":{"kind":"adjacency","gamma":1,"normalization":"spectral","lanczos_steps":30},"initial":{"site":0},"time":{"t1":4,"nt":80},"observables":{"target":25,"population":false,"module_concurrence":true,"full_concurrence":false,"pop_stride":1},"realizations":1,"trajectories":{"n_traj":250,"gamma_deph":0.40000000000000002,"rho_stride":20,"output_mode":"accumulate_rho"}}
#! conteudo rho_medio
#! dt 0.050000000000000003
#! scale 4.9923269076154204
#! gamma_deph 0.40000000000000002
s,t,i,j,re,im
0,0,0,0,1,0
0,0,0,1,0,0
0,0,0,2,0,0
0,0,0,3,0,0
0,0,0,4,0,0
0,0,0,5,0,0
0,0,0,6,0,0
0,0,0,7,0,0
0,0,0,8,0,0
0,0,0,9,0,0
0,0,0,10,0,0
0,0,0,11,0,0
0,0,0,12,0,0
0,0,0,13,0,0
0,0,0,14,0,0
0,0,0,15,0,0
0,0,0,16,0,0
0,0,0,17,0,0
0,0,0,18,0,0
0,0,0,19,0,0
0,0,0,20,0,0
0,0,0,21,0,0
0,0,0,22,0,0
0,0,0,23,0,0
0,0,0,24,0,0
0,0,0,25,0,0
0,0,0,26,0,0
0,0,0,27,0,0
0,0,0,28,0,0
0,0,0,29,0,0
0,0,0,30,0,0
0,0,0,31,0,0
0,0,0,32,0,0
0,0,0,33,0,0
0,0,0,34,0,0
0,0,0,35,0,0
0,0,0,36,0,0
0,0,0,37,0,0
0,0,0,38,0,0
0,0,0,39,0,0
0,0,0,40,0,0
0,0,0,41,0,0
0,0,0,42,0,0
0,0,0,43,0,0
0,0,0,44,0,0
0,0,0,45,0,0
0,0,0,46,0,0
0,0,0,47,0,0
0,0,0,48,0,0
0,0,0,49,0,0
0,0,1,0,0,0
0,0,1,1,0,0
0,0,1,2,0,0
0,0,1,3,0,0
0,0,1,4,0,0
0,0,1,5,0,0
0,0,1,6,0,0
0,0,1,7,0,0
0,0,1,8,0,0
0,0,1,9,0,0
0,0,1,10,0,0
0,0,1,11,0,0
0,0,1,12,0,0
0,0,1,13,0,0
0,0,1,14,0,0
0,0,1,15,0,0
0,0,1,16,0,0
0,0,1,17,0,0
0,0,1,18,0,0
0,0,1,19,0,0
0,0,1,20,0,0
0,0,1,21,0,0
0,0,1,22,0,0
0,0,1,23,0,0
0,0,1,24,0,0
0,0,1,25,0,0
0,0,1,26,0,0
0,0,1,27,0,0
0,0,1,28,0,0
0,0,1,29,0,0
0,0,1,30,0,0
0,0,1,31,0,0
0,0,1,32,0,0
0,0,1,33,0,0
0,0,1,34,0,0
0,0,1,35,0,0
0,0,1,36,0,0
0,0,1,37,0,0
0,0,1,38,0,0
0,0,1,39,0,0
0,0,1,40,0,0
0,0,1,41,0,0
0,0,1,42,0,0
0,0,1,43,0,0
0,0,1,44,0,0
0,0,1,45,0,0
0,0,1,46,0,0
0,0,1,47,0,0
0,0,1,48,0,0
0,0,1,49,0,0
0,0,2,0,0,0
0,0,2,1,0,0
0,0,2,2,0,0
0,0,2,3,0,0
0,0,2,4,0,0
0,0,2,5,0,0
0,0,2,6,0,0
0,0,2,7,0,0
0,0,2,8,0,0
0,0,2,9,0,0
0,0,2,10,0,0
0,0,2,11,0,0
0,0,2,12,0,0
0,0,2,13,0,0
0,0,2,14,0,0
0,0,2,15,0,0
0,0,2,16,0,0
0,0,2,17,0,0
0,0,2,18,0,0
0,0,2,19,0,0
0,0,2,20,0,0
0,0,2,21,0,0
0,0,2,22,0,0
0,0,2,23,0,0
0,0,2,24,0,0
0,0,2,25,0,0
0,0,2,26,0,0
0,0,2,27,0,0
0,0,2,28,0,0
0,0,2,29,0,0
0,0,2,30,0,0
0,0,2,31,0,0
0,0,2,32,0,0
0,0,2,33,0,0
0,0,2,34,0,0
0,0,2,35,0,0
0,0,2,36,0,0
0,0,2,37,0,0
0,0,2,38,0,0
0,0,2,39,0,0
0,0,2,40,0,0
0,0,2,41,0,0
0,0,2,42,0,0
0,0,2,43,0,0
0,0,2,44,0,0
0,0,2,45,0,0
0,0,2,46,0,0
0,0,2,47,0,0
0,0,2,48,0,0
0,0,2,49,0,0
0,0,3,0,0,0
0,0,3,1,0,0
0,0,3,2,0,0
0,0,3,3,0,0
0,0,3,4,0,0
0,0,3,5,0,0
0,0,3,6,0,0
0,0,3,7,0,0
0,0,3,8,0,0
0,0,3,9,0,0
0,0,3,10,0,0
0,0,3,11,0,0
0,0,3,12,0,0
0,0,3,13,0,0
0,0,3,14,0,0
0,0,3,15,0,0
0,0,3,16,0,0
0,0,3,17,0,0
0,0,3,18,0,0
0,0,3,19,0,0
0,0,3,20,0,0
0,0,3,21,0,0
0,0,3,22,0,0
0,0,3,23,0,0
0,0,3,24,0,0
0,0,3,25,0,0
0,0,3,26,0,0
0,0,3,27,0,0
0,0,3,28,0,0
0,0,3,29,0,0
0,0,3,30,0,0
0,0,3,31,0,0
0,0,3,32,0,0
0,0,3,33,0,0
0,0,3,34,0,0
0,0,3,35,0,0
0,0,3,36,0,0
0,0,3,37,0,0
0,0,3,38,0,0
0,0,3,39,0,0
0,0,3,40,0,0
0,0,3,41,0,0
0,0,3,42,0,0
0,0,3,43,0,0
0,0,3,44,0,0
0,0,3,45,0,0
0,0,3,46,0,0
0,0,3,47,0,0
0,0,3,48,0,0
0,0,3,49,0,0
0,0,4,0,0,0
0,0,4,1,0,0
0,0,4,2,0,0
0,0,4,3,0,0
0,0,4,4,0,0
0,0,4,5,0,0
0,0,4,6,0,0
0,0,4,7,0,0
0,0,4,8,0,0
0,0,4,9,0,0
0,0,4,10,0,0
0,0,4,11,0,0
0,0,4,12,0,0
0,0,4,13,0,0
0,0,4,14,0,0
0,0,4,15,0,0
0,0,4,16,0,0
0,0,4,17,0,0
0,0,4,18,0,0
0,0,4,19,0,0
0,0,4,20,0,0
0,0,4,21,0,0
0,0,4,22,0,0
0,0,4,23,0,0
0,0,4,24,0,0
0,0,4,25,0,0
0,0,4,26,0,0
0,0,4,27,0,0
0,0,4,28,0,0
0,0,4,29,0,0
0,0,4,30,0,0
0,0,4,31,0,0
0,0,4,32,0,0
0,0,4,33,0,0
0,0,4,34,0,0
0,0,4,35,0,0
0,0,4,36,0,0
0,0,4,37,0,0
0,0,4,38,0,0
0,0,4,39,0,0
0,0,4,40,0,0
0,0,4,41,0,0
0,0,4,42,0,0
0,0,4,43,0,0
0,0,4,44,0,0
0,0,4,45,0,0
0,0,4,46,0,0
0,0,4,47,0,0
0,0,4,48,0,0
0,0,4,49,0,0
0,0,5,0,0,0
0,0,5,1,0,0
0,0,5,2,0,0
0,0,5,3,0,0
0,0,5,4,0,0
0,0,5,5,0,0
0,0,5,6,0,0
0,0,5,7,0,0
0,0,5,8,0,0
0,0,5,9,0,0
0,0,5,10,0,0
0,0,5,11,0,0
0,0,5,12,0,0
0,0,5,13,0,0
0,0,5,14,0,0
0,0,5,15,0,0
0,0,5,16,0,0
0,0,5,17,0,0
0,0,5,18,0,0
0,0,5,19,0,0
0,0,5,20,0,0
0,0,5,21,0,0
0,0,5,22,0,0
0,0,5,23,0,0
0,0,5,24,0,0
0,0,5,25,0,0
0,0,5,26,0,0
0,0,5,27,0,0
0,0,5,28,0,0
0,0,5,29,0,0
0,0,5,30,0,0
0,0,5,31,0,0
0,0,5,32,0,0
0,0,5,33,0,0
0,0,5,34,0,0
0,0,5,35,0,0
0,0,5,36,0,0
0,0,5,37,0,0
0,0,5,38,0,0
0,0,5,39,0,0
0,0,5,40,0,0
0,0,5,41,0,0
0,0,5,42,0,0
0,0,5,43,0,0
0,0,5,44,0,0
0,0,5,45,0,0
0,0,5,46,0,0
0,0,5,47,0,0
0,0,5,48,0,0
0,0,5,49,0,0
0,0,6,0,0,0
0,0,6,1,0,0
0,0,6,2,0,0
0,0,6,3,0,0
0,0,6,4,0,0
0,0,6,5,0,0
0,0,6,6,0,0
0,0,6,7,0,0
0,0,6,8,0,0
0,0,6,9,0,0
0,0,6,10,0,0
0,0,6,11,0,0
0,0,6,12,0,0
0,0,6,13,0,0
0,0,6,14,0,0
0,0,6,15,0,0
0,0,6,16,0,0
0,0,6,17,0,0
0,0,6,18,0,0
0,0,6,19,0,0
0,0,6,20,0,0
0,0,6,21,0,0
0,0,6,22,0,0
0,0,6,23,0,0
0,0,6,24,0,0
0,0,6,25,0,0
0,0,6,26,0,0
0,0,6,27,0,0
0,0,6,28,0,0
0,0,6,29,0,0
0,0,6,30,0,0
0,0,6,31,0,0
0,0,6,32,0,0
0,0,6,33,0,0
0,0,6,34,0,0
0,0,6,35,0,0
0,0,6,36,0,0
0,0,6,37,0,0
0,0,6,38,0,0
0,0,6,39,0,0
0,0,6,40,0,0
0,0,6,41,0,0
0,0,6,42,0,0
0,0,6,43,0,0
0,0,6,44,0,0
0,0,6,45,0,0
0,0,6,46,0,0
0,0,6,47,0,0
0,0,6,48,0,0
0,0,6,49,0,0
0,0,7,0,0,0
0,0,7,1,0,0
0,0,7,2,0,0
0,0,7,3,0,0
0,0,7,4,0,0
0,0,7,5,0,0
0,0,7,6,0,0
0,0,7,7,0,0
0,0,7,8,0,0
0,0,7,9,0,0
0,0,7,10,0,0
0,0,7,11,0,0
0,0,7,12,0,0
0,0,7,13,0,0
0,0,7,14,0,0
0,0,7,15,0,0
0,0,7,16,0,0
0,0,7,17,0,0
0,0,7,18,0,0
0,0,7,19,0,0
0,0,7,20,0,0
0,0,7,21,0,0
0,0,7,22,0,0
0,0,7,23,0,0
0,0,7,24,0,0
0,0,7,25,0,0
0,0,7,26,0,0
0,0,7,27,0,0
0,0,7,28,0,0
0,0,7,29,0,0
0,0,7,30,0,0
0,0,7,31,0,0
0,0,7,32,0,0
0,0,7,33,0,0
0,0,7,34,0,0
0,0,7,35,0,0
0,0,7,36,0,0
0,0,7,37,0,0
0,0,7,38,0,0
0,0,7,39,0,0
0,0,7,40,0,0
0,0,7,41,0,0
0,0,7,42,0,0
0,0,7,43,0,0
0,0,7,44,0,0
0,0,7,45,0,0
0,0,7,46,0,0
0,0,7,47,0,0
0,0,7,48,0,0
0,0,7,49,0,0
0,0,8,0,0,0
0,0,8,1,0,0
0,0,8,2,0,0
0,0,8,3,0,0
0,0,8,4,0,0
0,0,8,5,0,0
0,0,8,6,0,0
0,0,8,7,0,0
0,0,8,8,0,0
0,0,8,9,0,0
0,0,8,10,0,0
0,0,8,11,0,0
0,0,8,12,0,0
0,0,8,13,0,0
0,0,8,14,0,0
0,0,8,15,0,0
0,0,8,16,0,0
0,0,8,17,0,0
0,0,8,18,0,0
0,0,8,19,0,0
0,0,8,20,0,0
0,0,8,21,0,0
0,0,8,22,0,0
0,0,8,23,0,0
0,0,8,24,0,0
0,0,8,25,0,0
0,0,8,26,0,0
0,0,8,27,0,0
0,0,8,28,0,0
0,0,8,29,0,0
0,0,8,30,0,0
0,0,8,31,0,0
0,0,8,32,0,0
0,0,8,33,0,0
0,0,8,34,0,0
0,0,8,35,0,0
0,0,8,36,0,0
0,0,8,37,0,0
0,0,8,38,0,0
0,0,8,39,0,0
0,0,8,40,0,0
0,0,8,41,0,0
0,0,8,42,0,0
0,0,8,43,0,0
0,0,8,44,0,0
0,0,8,45,0,0
0,0,8,46,0,0
0,0,8,47,0,0
0,0,8,48,0,0
0,0,8,49,0,0
0,0,9,0,0,0
0,0,9,1,0,0
0,0,9,2,0,0
0,0,9,3,0,0
0,0,9,4,0,0
0,0,9,5,0,0
0,0,9,6,0,0
0,0,9,7,0,0
0,0,9,8,0,0
0,0,9,9,0,0
0,0,9,10,0,0
0,0,9,11,0,0
0,0,9,12,0,0
0,0,9,13,0,0
0,0,9,14,0,0
0,0,9,15,0,0
0,0,9,16,0,0
0,0,9,17,0,0
0,0,9,18,0,0
0,0,9,19,0,0
0,0,9,20,0,0
0,0,9,21,0,0
0,0,9,22,0,0
0,0,9,23,0,0
0,0,9,24,0,0
0,0,9,25,0,0
0,0,9,26,0,0
0,0,9,27,0,0
0,0,9,28,0,0
0,0,9,29,0,0
0,0,9,30,0,0
0,0,9,31,0,0
0,0,9,32,0,0
0,0,9,33,0,0
0,0,9,34,0,0
0,0,9,35,0,0
0,0,9,36,0,0
0,0,9,37,0,0
0,0,9,38,0,0
0,0,9,39,0,0
0,0,9,40,0,0
0,0,9,41,0,0
0,0,9,42,0,0
0,0,9,43,0,0
0,0,9,44,0,0
0,0,9,45,0,0
0,0,9,46,0,0
0,0,9,47,0,0
0,0,9,48,0,0
0,0,9,49,0,0
0,0,10,0,0,0
0,0,10,1,0,0
0,0,10,2,0,0
0,0,10,3,0,0
0,0,10,4,0,0
0,0,10,5,0,0
0,0,10,6,0,0
0,0,10,7,0,0
0,0,10,8,0,0
0,0,10,9,0,0
0,0,10,10,0,0
0,0,10,11,0,0
0,0,10,12,0,0
0,0,10,13,0,0
0,0,10,14,0,0
0,0,10,15,0,0
0,0,10,16,0,0
0,0,10,17,0,0
0,0,10,18,0,0
0,0,10,19,0,0
0,0,10,20,0,0
0,0,10,21,0,0
0,0,10,22,0,0
0,0,10,23,0,0
0,0,10,24,0,0
0,0,10,25,0,0
0,0,10,26,0,0
0,0,10,27,0,0
0,0,10,28,0,0
0,0,10,29,0,0
0,0,10,30,0,0
0,0,10,31,0,0
0,0,10,32,0,0
0,0,10,33,0,0
0,0,10,34,0,0
0,0,10,35,0,0
0,0,10,36,0,0
0,0,10,37,0,0
0,0,10,38,0,0
0,0,10,39,0,0
0,0,10,40,0,0
0,0,10,41,0,0
0,0,10,42,0,0
0,0,10,43,0,0
0,0,10,44,0,0
0,0,10,45,0,0
0,0,10,46,0,0
0,0,10,47,0,0
0,0,10,48,0,0
0,0,10,49,0,0
0,0,11,0,0,0
0,0,11,1,0,0
0,0,11,2,0,0
0,0,11,3,0,0
0,0,11,4,0,0
0,0,11,5,0,0
0,0,11,6,0,0
0,0,11,7,0,0
0,0,11,8,0,0
0,0,11,9,0,0
0,0,11,10,0,0
0,0,11,11,0,0
0,0,11,12,0,0
0,0,11,13,0,0
0,0,11,14,0,0
0,0,11,15,0,0
0,0,11,16,0,0
0,0,11,17,0,0
0,0,11,18,0,0
0,0,11,19,0,0
0,0,11,20,0,0
0,0,11,21,0,0
0,0,11,22,0,0
0,0,11,23,0,0
0,0,11,24,0,0
0,0,11,25,0,0
0,0,11,26,0,0
0,0,11,27,0,0
0,0,11,28,0,0
0,0,11,29,0,0
0,0,11,30,0,0
0,0,11,31,0,0
0,0,11,32,0,0
0,0,11,33,0,0
0,0,11,34,0,0
0,0,11,35,0,0
0,0,11,36,0,0
0,0,11,37,0,0
0,0,11,38,0,0
0,0,11,39,0,0
0,0,11,40,0,0
0,0,11,41,0,0
0,0,11,42,0,0
0,0,11,43,0,0
0,0,11,44,0,0
0,0,11,45,0,0
0,0,11,46,0,0
0,0,11,47,0,0
0,0,11,48,0,0
0,0,11,49,0,0
0,0,12,0,0,0
0,0,12,1,0,0
0,0,12,2,0,0
0,0,12,3,0,0
0,0,12,4,0,0
0,0,12,5,0,0
0,0,12,6,0,0
0,0,12,7,0,0
0,0,12,8,0,0
0,0,12,9,0,0
0,0,12,10,0,0
0,0,12,11,0,0
0,0,12,12,0,0
0,0,12,13,0,0
0,0,12,14,0,0
0,0,12,15,0,0
0,0,12,16,0,0
0,0,12,17,0,0
0,0,12,18,0,0
0,0,12,19,0,0
0,0,12,20,0,0
0,0,12,21,0,0
0,0,12,22,0,0
0,0,12,23,0,0
0,0,12,24,0,0
0,0,12,25,0,0
0,0,12,26,0,0
0,0,12,27,0,0
0,0,12,28,0,0
0,0,12,29,0,0
0,0,12,30,0,0
0,0,12,31,0,0
0,0,12,32,0,0
0,0,12,33,0,0
0,0,12,34,0,0
0,0,12,35,0,0
0,0,12,36,0,0
0,0,12,37,0,0
0,0,12,38,0,0
0,0,12,39,0,0
0,0,12,40,0,0
0,0,12,41,0,0
0,0,12,42,0,0
0,0,12,43,0,0
0,0,12,44,0,0
0,0,12,45,0,0
0,0,12,46,0,0
0,0,12,47,0,0
0,0,12,48,0,0
0,0,12,49,0,0
0,0,13,0,0,0
0,0,13,1,0,0
0,0,13,2,0,0
0,0,13,3,0,0
0,0,13,4,0,0
0,0,13,5,0,0
0,0,13,6,0,0
0,0,13,7,0,0
0,0,13,8,0,0
0,0,13,9,0,0
0,0,13,10,0,0
0,0,13,11,0,0
0,0,13,12,0,0
0,0,13,13,0,0
0,0,13,14,0,0
0,0,13,15,0,0
0,0,13,16,0,0
0,0,13,17,0,0
0,0,13,18,0,0
0,0,13,19,0,0
0,0,13,20,0,0
0,0,13,21,0,0
0,0,13,22,0,0
0,0,13,23,0,0
