#! daedalus 0.1.0
#! core_hash 76a843e583e9bff1
#! implementacao c
#! conteudo psi_trajetorias
#! semente_base 20260828
#! n 50
#! n_amostras 5
#! n_traj 4000
#! layout f64 re[n_amostras*n] depois im[n_amostras*n], por trajetoria
#! spec {"format_version":2,"core_hash":"76a843e583e9bff1","seed":20260828,"graph":{"generator":"microtubule","params":{"n_par":10,"n_perp":5,"seam_shift":2,"longitudinal_closed":false,"j_par":1,"j_perp":1,"n_modules":2,"ws_p":0,"conn_mode":"rewire","p_in":0,"p_out":0,"n":64,"dim":6,"rows":8,"cols":8}},"hamiltonian":{"kind":"adjacency","gamma":1,"normalization":"spectral","lanczos_steps":30},"initial":{"site":0},"time":{"t1":4,"nt":80},"observables":{"target":25,"population":false,"module_concurrence":true,"full_concurrence":false,"pop_stride":1},"realizations":1,"trajectories":{"n_traj":4000,"gamma_deph":0.40000000000000002,"rho_stride":20,"output_mode":"accumulate_rho"}}
#! conteudo rho_medio
#! dt 0.050000000000000003
#! scale 4.9923269076154204
#! gamma_deph 0.40000000000000002
s,t,i,j,re,im
1,1,47,32,-4.2113624849225655e-27,-3.3781247603603825e-23
1,1,47,33,-2.259076985384189e-24,1.5507584332953253e-26
1,1,47,34,-1.8680602778516742e-25,1.1324892245263145e-25
1,1,47,35,4.727223036938381e-23,1.2432369433234669e-25
1,1,47,36,2.1832544346617533e-27,-9.6054539508163979e-24
1,1,47,37,-9.6606615509573642e-25,8.725432771848253e-29
1,1,47,38,3.6442021231260257e-28,6.4615273436793718e-26
1,1,47,39,3.2393233460437759e-27,4.273473562000543e-27
1,1,47,40,4.2467371786899911e-27,-1.1818790261693608e-24
1,1,47,41,-2.4030086527340811e-25,-9.2556479372224963e-29
1,1,47,42,1.1772975814447578e-30,2.4173995960033514e-26
1,1,47,43,1.6171082391775646e-27,-7.4643824957836228e-30
1,1,47,44,7.7870504302195667e-29,-8.1117357509557134e-29
1,1,47,45,-2.6279528960428034e-26,-1.2338249797699311e-28
1,1,47,46,-3.024683630252442e-30,5.3459255017409256e-27
1,1,47,47,5.3790340329433973e-28,0
1,1,47,48,-1.3641305034692174e-31,-3.5987255005705671e-29
1,1,47,49,-1.8058011367709792e-30,-1.3005052165752754e-30
1,1,48,0,1.2412835969343996e-15,4.3936913831574482e-18
1,1,48,1,8.8404330677409281e-19,-2.4973076650107301e-16
1,1,48,2,-2.5043384427434179e-17,-9.2055190395728784e-20
1,1,48,3,7.8137370318973122e-20,1.6727240876531994e-18
1,1,48,4,7.7790987699379337e-20,1.6759985315808537e-18
1,1,48,5,8.8407298376710694e-19,-2.4971760627269911e-16
1,1,48,6,-5.0254471154204114e-17,-1.7795088441487475e-19
1,1,48,7,-1.8306240811526649e-20,5.0408726816044989e-18
1,1,48,8,3.367460976621892e-19,-8.922772575844977e-21
1,1,48,9,1.6795636849082328e-19,-1.6265143135065541e-20
1,1,48,10,-2.4957412235995301e-17,-9.1740100461347442e-20
1,1,48,11,-1.7954344252130987e-20,5.037382836668326e-18
1,1,48,12,5.0562396362138244e-19,1.8268412937983049e-21
1,1,48,13,-5.5582429870990515e-22,-3.3786815210739043e-20
1,1,48,14,-1.6562889218116447e-21,-1.0092613046912369e-20
1,1,48,15,-6.5633251937554233e-21,1.6621891661281279e-18
1,1,48,16,3.3624971855009968e-19,1.2137924584755283e-21
1,1,48,17,1.219287264673804e-22,-3.3771213980451152e-20
1,1,48,18,-2.2572795173052062e-21,2.4202759548144537e-23
1,1,48,19,-4.491424041125551e-22,1.1147719753225541e-22
1,1,48,20,8.3046299704088379e-20,3.6201116496849178e-22
1,1,48,21,6.1887662701753528e-23,-1.682730130352597e-20
1,1,48,22,-1.6908821531553951e-21,-6.1200920990502996e-24
1,1,48,23,8.0738984895746178e-25,1.1304629090655495e-22
1,1,48,24,5.6066673234384805e-24,1.6060855481345323e-23
1,1,48,25,1.6295272107294467e-23,-3.3202741244165736e-21
1,1,48,26,-6.7359938624936445e-22,-2.5383498113733545e-24
1,1,48,27,-2.4634347804759001e-25,6.7713306095839606e-23
1,1,48,28,4.5279984383805032e-24,-2.1518906906251185e-26
1,1,48,29,4.8244239636328862e-25,-2.25176071257239e-25
1,1,48,30,-1.1065141117572374e-22,-6.1906806557432999e-25
1,1,48,31,-8.7213951882132832e-26,2.2469656053035603e-23
1,1,48,32,2.2594909730587563e-24,8.2810376965315773e-27
1,1,48,33,-4.6469832965969563e-28,-1.5111900022328227e-25
1,1,48,34,-7.5287647182551687e-27,-1.2524607676444127e-26
1,1,48,35,-2.0296843864063608e-26,3.1614481588744178e-24
1,1,48,36,6.4246866609021785e-25,2.5808342832681851e-27
1,1,48,37,2.3908382547493607e-28,-6.4622485635267722e-26
1,1,48,38,-4.3227234196485795e-27,7.9966248603603457e-30
1,1,48,39,-2.8670797391653675e-28,2.1563633996912839e-28
1,1,48,40,7.9049729576989611e-26,5.836977650781825e-28
1,1,48,41,6.7114902253779173e-29,-1.6074262352291426e-26
1,1,48,42,-1.6171912952630867e-27,-6.0509224453761005e-30
1,1,48,43,8.9321149173285703e-32,1.0819101855442048e-28
1,1,48,44,5.4075795701659728e-30,5.230327801502959e-30
1,1,48,45,1.4917653219166585e-29,-1.7578635577415422e-27
1,1,48,46,-3.5763052710419605e-28,-1.5579267924834293e-30
1,1,48,47,-1.3641305034692174e-31,3.5987255005705671e-29
1,1,48,48,2.4078372893277774e-30,0
1,1,48,49,8.747103375818451e-32,-1.2049785947115905e-31
1,1,49,0,4.4873611024585171e-17,6.2167642939915039e-17
1,1,49,1,1.2511277061320014e-17,-9.0271244931802219e-18
1,1,49,2,-9.0507163382851591e-19,-1.2551110474453121e-18
1,1,49,3,-8.0789730704250136e-20,6.4668128928947115e-20
1,1,49,4,-8.0967317327916937e-20,6.477548039366273e-20
1,1,49,5,1.2510719330403105e-17,-9.0275879965569558e-18
1,1,49,6,-1.8166226132098389e-18,-2.5183778113438059e-18
1,1,49,7,-2.5268507762878001e-19,1.8219619531754962e-19
1,1,49,8,1.2678826398904492e-20,1.6514800710180943e-20
1,1,49,9,6.9149569289452924e-21,7.8078612638483857e-21
1,1,49,10,-9.0206789320612997e-19,-1.2508155082501973e-18
1,1,49,11,-2.5249878017653414e-19,1.82092800172738e-19
1,1,49,12,1.8276134503187625e-20,2.5350084125245464e-20
1,1,49,13,1.6695854911682469e-21,-1.2551629243870373e-21
1,1,49,14,4.4459575767577498e-22,-4.4948902364501786e-22
1,1,49,15,-8.3340860829780465e-20,6.005569800460445e-20
1,1,49,16,1.2154265888555886e-20,1.6858299166263426e-20
1,1,49,17,1.6934290369439677e-21,-1.22070740501593e-21
1,1,49,18,-8.3211127862751347e-23,-1.1202910662440921e-22
1,1,49,19,-2.1893004739676627e-23,-1.8416344456951413e-23
1,1,49,20,2.9987865053995608e-21,4.1658945597297936e-21
1,1,49,21,8.4383296668934247e-22,-6.0819589640832789e-22
1,1,49,22,-6.111900693537504e-23,-8.4799734020078429e-23
1,1,49,23,-5.6258483901315425e-24,4.1470645324008246e-24
1,1,49,24,-5.9977484918801355e-25,8.6395658155137208e-25
1,1,49,25,1.6664885095997333e-22,-1.1980303101501803e-22
1,1,49,26,-2.4343203172207292e-23,-3.3785456216907043e-23
1,1,49,27,-3.3963312797323882e-24,2.4475275566463092e-24
1,1,49,28,1.6556744791075227e-25,2.2575491370492047e-25
1,1,49,29,2.8792561391980722e-26,1.5956606780343632e-26
1,1,49,30,-3.9887435431216509e-24,-5.5572303972797147e-24
1,1,49,31,-1.1272206339279943e-24,8.119048259424743e-25
1,1,49,32,8.166742647682343e-26,1.133436124438269e-25
1,1,49,33,7.5442645340110263e-27,-5.5130365356040529e-27
1,1,49,34,3.5315919986554651e-28,-8.3171441128184425e-28
1,1,49,35,-1.5888955063406603e-25,1.1383263019176026e-25
1,1,49,36,2.3210223222283182e-26,3.2236578580497298e-26
1,1,49,37,3.2420312984882535e-27,-2.3356162246308611e-27
1,1,49,38,-1.5743432466692872e-28,-2.160100391757232e-28
1,1,49,39,-2.1206136738259883e-29,-6.5127445917748687e-30
1,1,49,40,2.8424869385621408e-27,3.9760682369064979e-27
1,1,49,41,8.0670348721177539e-28,-5.8058160256702297e-28
1,1,49,42,-5.8445917977327943e-29,-8.1140860172560265e-29
1,1,49,43,-5.4107648071854378e-30,3.9347924814281342e-30
1,1,49,44,-6.5287384371269166e-32,4.6062264021904319e-31
1,1,49,45,8.8495320701577844e-29,-6.3112598824508304e-29
1,1,49,46,-1.2913913103416477e-29,-1.7951709825867269e-29
1,1,49,47,-1.8058011367709792e-30,1.3005052165752754e-30
1,1,49,48,8.747103375818451e-32,1.2049785947115905e-31
1,1,49,49,9.2081158606883925e-33,0
2,2,0,0,0.7758404529109838,0
2,2,0,1,-2.352462373009766e-06,-0.20885010971426451
2,2,0,2,-0.036255451895511999,-3.4552734856825344e-05
2,2,0,3,0.00044234112672159178,0.0045090450205047894
2,2,0,4,0.00043308607284769007,0.0045713220964426786
2,2,0,5,-2.3034674393000108e-06,-0.20978814978168545
2,2,0,6,-0.073641787651866492,9.4267762064232183e-07
2,2,0,7,-9.1120797506752411e-06,0.01380325376037235
2,2,0,8,0.0017718804407974801,-0.00010410849584259572
2,2,0,9,0.00088006118881668008,-0.00017291226639604596
2,2,0,10,-0.036027867679764569,-3.3621987175957382e-05
2,2,0,11,-2.0874699254305333e-06,0.013795493222547169
2,2,0,12,0.0026731508674568056,1.4162925295047884e-06
2,2,0,13,-1.3671186645784447e-05,-0.00034878840203021418
2,2,0,14,-3.4351336292968804e-05,-0.00010293558954534911
2,2,0,15,-1.3594944525530565e-05,0.0044317226764728759
2,2,0,16,0.0017674201719018613,8.8385755346007515e-07
2,2,0,17,1.7901432835534183e-07,-0.00034858579009043838
2,2,0,18,-4.5923288749061608e-05,1.2855665943946472e-06
2,2,0,19,-8.984824503229775e-06,4.5494157362225667e-06
2,2,0,20,0.00042172864337717208,2.717354905201013e-06
2,2,0,21,1.7873761893305265e-07,-0.00017208868210111955
2,2,0,22,-3.4304365331180932e-05,-2.0122301686495511e-08
2,2,0,23,9.5270313318889273e-08,4.5474265506393488e-06
2,2,0,24,4.5228536455273913e-07,6.3322246648408589e-07
2,2,0,25,3.6129372036974219e-07,-3.2632963332556407e-05
2,2,0,26,-1.3509473063554345e-05,-2.3889741067201289e-08
2,2,0,27,-1.9943919907605977e-09,2.7117935936603134e-06
2,2,0,28,3.6100446604162687e-07,-5.8517945698681354e-09
2,2,0,29,3.7609905906503141e-08,-3.6006804174362854e-08
2,2,0,30,-2.1246222886474135e-06,-3.601685037461207e-08
2,2,0,31,-2.3887870120812481e-09,8.8819191940296855e-07
2,2,0,32,1.791488090497885e-07,1.7061133936697459e-10
2,2,0,33,-3.0725727732894526e-10,-2.3921242322069985e-08
2,2,0,34,-2.3908806477116567e-09,-1.9349789851257978e-09
2,2,0,35,-2.8730703706362827e-09,1.1929948246813956e-07
2,2,0,36,5.0222113538486827e-08,1.909366311904317e-10
2,2,0,37,1.2528431079690829e-11,-1.0165064961153846e-08
2,2,0,38,-1.3603530669353388e-09,1.4078905128110826e-11
2,2,0,39,-8.7946421893843692e-11,1.3617796379407546e-10
2,2,0,40,5.8859656732647603e-09,1.9106188547142823e-10
2,2,0,41,1.2715615378374946e-11,-2.4907414982520347e-09
2,2,0,42,-5.0544090961378791e-10,-7.9459397787838055e-13
2,2,0,43,5.5821092040245526e-13,6.7756116355403127e-11
2,2,0,44,6.8066082095270692e-12,3.2013085149975989e-12
2,2,0,45,1.0910673300645689e-11,-2.5927330546150879e-10
2,2,0,46,-1.1015349717445709e-10,-7.2725672179143123e-13
2,2,0,47,-4.4135971767018661e-14,2.2397879353077671e-11
2,2,0,48,3.0064882852902571e-12,-1.9535262181130389e-14
2,2,0,49,1.0685975114871327e-13,-3.0268987146396451e-13
2,2,1,0,-2.352462373009766e-06,0.20885010971426451
2,2,1,1,0.10390479905068947,0
2,2,1,2,1.4090162695100767e-05,-0.016941347388591724
2,2,1,3,-0.0020250546143957397,0.00017623935219946983
2,2,1,4,-0.0017916548732403329,0.0001897081488195604
2,2,1,5,0.073651410866198225,-1.5693262497973136e-08
2,2,1,6,2.5893517952153228e-09,-0.031026957707703921
2,2,1,7,-0.0059058792636643943,-3.765177659806637e-06
2,2,1,8,4.1869079959584067e-05,0.00075538048907103708
2,2,1,9,7.3288897500932643e-05,0.00035062405359586875
2,2,1,10,1.4708614497025362e-05,-0.013654383863213947
2,2,1,11,-0.005642530655928327,-9.7442860221166012e-07
2,2,1,12,-5.9358118580333638e-07,0.0011119515685518988
2,2,1,13,0.00014562342355381176,-5.5298810437390787e-06
2,2,1,14,4.1400138811609041e-05,-1.4339648040229812e-05
2,2,1,15,-0.0017347141337075126,-5.7614003674356381e-06
2,2,1,16,-3.8230063993555394e-07,0.0007187959612990673
2,2,1,17,0.000143555478303749,7.5649685224441564e-08
2,2,1,18,-5.2195404601816356e-07,-1.8998518682549442e-05
2,2,1,19,-1.8846675838974752e-06,-3.6352223639964435e-06
2,2,1,20,-1.1356371719231851e-06,0.0001678509187774295
2,2,1,21,6.9989428545180621e-05,7.549359000803147e-08
2,2,1,22,8.5042793994342028e-09,-1.4075747209035439e-05
2,2,1,23,-1.8732507556455011e-06,3.877853751267458e-08
2,2,1,24,-2.5722144678739497e-07,1.8661487050152679e-07
2,2,1,25,1.3114894134001101e-05,1.4989703698464894e-07
2,2,1,26,9.9788236227970195e-09,-5.5019561091779963e-06
2,2,1,27,-1.1113363642095585e-06,-8.3922786644308214e-10
2,2,1,28,2.3860224805075906e-09,1.4840787241689691e-07
2,2,1,29,1.4824405698408196e-08,1.532019489835375e-08
2,2,1,30,1.4882653918683557e-08,-8.5912697179985137e-07
2,2,1,31,-3.6228424110391762e-07,-9.9182174952273326e-10
2,2,1,32,-7.1429430236199692e-11,7.3399877140196433e-08
2,2,1,33,9.8246303711536064e-09,-1.2543066258797521e-10
2,2,1,34,7.8980093859616692e-10,-9.8320506706434254e-10
2,2,1,35,-4.8439788842520956e-08,-1.1844396217321882e-09
2,2,1,36,-7.8999728947535259e-11,2.0513109476965104e-08
2,2,1,37,4.1654244739607721e-09,5.2229364193406188e-12
2,2,1,38,-5.7519688403589922e-12,-5.5848864763969574e-10
2,2,1,39,-5.5966686428663949e-11,-3.5951533433445538e-11
2,2,1,40,-7.8660439135371795e-11,2.3968119908007821e-09
2,2,1,41,1.0185099880056595e-09,5.2498992044678089e-12
2,2,1,42,3.3019190182054498e-13,-2.0718386256878955e-10
2,2,1,43,-2.7814281568295542e-11,2.2816058280511757e-13
2,2,1,44,-1.3102017379044023e-12,2.7965963270419518e-12
2,2,1,45,1.0579968868867496e-10,4.488455589398892e-12
2,2,1,46,2.9986454206799779e-13,-4.5086812620410092e-11
2,2,1,47,-9.1843992581126505e-12,-1.8297513854937685e-14
2,2,1,48,7.9858291797046402e-15,1.234245514454243e-12
2,2,1,49,1.2435202106856174e-13,4.3774857910714787e-14
2,2,2,0,-0.036255451895511999,3.4552734856825344e-05
2,2,2,1,1.4090162695100767e-05,0.016941347388591724
2,2,2,2,0.0039281490289936657,0
2,2,2,3,-3.5352035291702377e-05,-0.00042447172361813915
2,2,2,4,-3.9259901007461787e-05,-0.00035225063969764975
2,2,2,5,1.4425681949593068e-05,0.013805714715532567
2,2,2,6,0.0059060985744357284,-5.7700425100691027e-06
2,2,2,7,-3.9589958278687562e-07,-0.001188419803782892
2,2,2,8,-0.00015265820951947156,8.511040385792001e-06
2,2,2,9,-6.9567108299179201e-05,1.4943459777961042e-05
2,2,2,10,0.002640595345544762,-2.606268565213707e-07
2,2,2,11,-1.0366704367062905e-06,-0.0011101096270919144
2,2,2,12,-0.00022272074955860809,1.1970744148234427e-07
2,2,2,13,1.1394812229968397e-06,2.9370464408604463e-05
2,2,2,14,2.9131711193546682e-06,8.2605750982268789e-06
2,2,2,15,7.1901646670894914e-07,-0.00034088262794400206
2,2,2,16,-0.00014307807844701905,9.1207775522575398e-08
2,2,2,17,1.7119771234287427e-08,2.8836697957623456e-05
2,2,2,18,3.8345038707801327e-06,-1.0909704532509686e-07
2,2,2,19,7.2800012665265867e-07,-3.8230350321956976e-07
2,2,2,20,-3.3292617397575588e-05,-1.8601050415651558e-07
2,2,2,21,1.4711439115538009e-09,1.4009460199290467e-05
2,2,2,22,2.8335702110149026e-06,-1.5138124031464483e-09
2,2,2,23,-8.2290701043347321e-09,-3.7833383034623853e-07
2,2,2,24,-3.7825115114371626e-08,-5.1639045438056583e-08
2,2,2,25,-2.6977868395071317e-08,2.6166856307505784e-06
2,2,2,26,1.1048662168493545e-06,7.0666133365146282e-10
2,2,2,27,-8.6291264888609099e-11,-2.2404407615528428e-07
2,2,2,28,-2.9988909399746571e-08,5.1466888690145583e-10
2,2,2,29,-3.0808249260929132e-09,3.0035583009561618e-09
2,2,2,30,1.7209379858781751e-07,2.7985476554732681e-09
2,2,2,31,1.1526333612442829e-10,-7.2906756378423014e-08
2,2,2,32,-1.4812656071426632e-08,2.4105296786743779e-12
2,2,2,33,2.7544242610046027e-11,1.9861365591304656e-09
2,2,2,34,1.9917105960418256e-10,1.5900848477618912e-10
2,2,2,35,2.2804613061831651e-10,-9.7301327311047185e-09
2,2,2,36,-4.1343994818989249e-09,-1.1210758967854881e-11
2,2,2,37,-1.0412689183304043e-13,8.412868914621291e-10
2,2,2,38,1.1294733175451989e-10,-1.2885571603067315e-12
2,2,2,39,7.2436054794848718e-12,-1.1336912962403941e-11
2,2,2,40,-4.8242509771440344e-10,-1.5358650641087207e-11
2,2,2,41,-8.2794929989075513e-13,2.0551594106897198e-10
2,2,2,42,4.1871775212551481e-11,1.9623331911752818e-14
2,2,2,43,-5.2424037951302497e-14,-5.6270761695743896e-12
2,2,2,44,-5.664816886071353e-13,-2.6404533725748331e-13
2,2,2,45,-8.8425947678903153e-13,2.1327527467434562e-11
2,2,2,46,9.1058349182229854e-12,5.0399009453804927e-14
2,2,2,47,1.6173583086502022e-15,-1.8571608369226992e-12
2,2,2,48,-2.4977915992167303e-13,1.8947637154050952e-15
2,2,2,49,-8.821160161290641e-15,2.5190307269501457e-14
2,2,3,0,0.00044234112672159178,-0.0045090450205047894
2,2,3,1,-0.0020250546143957397,-0.00017623935219946983
2,2,3,2,-3.5352035291702377e-05,0.00042447172361813915
2,2,3,3,5.3519255387902178e-05,0
2,2,3,4,4.6828337759609519e-05,9.9163753365603067e-07
2,2,3,5,-0.0017722366827609901,-0.00018344246618501577
2,2,3,6,-7.2200314436972668e-05,0.00075542098298353845
2,2,3,7,0.00015265939023485894,1.4385309397770198e-05
2,2,3,8,7.7988859677633986e-07,-2.0168029490395461e-05
2,2,3,9,-7.818410250267938e-07,-9.3990447096663223e-06
2,2,3,10,-4.2962782237164738e-05,0.00034427224087278836
2,2,3,11,0.00014530734756041796,1.5661639467667144e-05
2,2,3,12,2.9987206818681462e-06,-2.9356248627651431e-05
2,2,3,13,-3.9166570215965941e-06,-2.4026679981378781e-07
2,2,3,14,-1.1363531616655285e-06,2.5089663590260331e-07
2,2,3,15,4.483724758418335e-05,6.0367377417755041e-06
2,2,3,16,2.1485688000230685e-06,-1.8914663577840106e-05
2,2,3,17,-3.8305437139739927e-06,-4.0610057603772461e-07
2,2,3,18,-3.8258207217326189e-08,5.1290869994615803e-07
2,2,3,19,3.9483121673677681e-08,1.021918906179713e-07
2,2,3,20,6.0239625503400267e-07,-4.4026709153418124e-06
2,2,3,21,-1.861390960721309e-06,-2.1361590219191092e-07
2,2,3,22,-4.0479181019798935e-08,3.7775376296827575e-07
2,2,3,23,5.0677560201894549e-08,4.1777741025558237e-09
2,2,3,24,7.4135324326178972e-09,-4.2703476191567928e-09
2,2,3,25,-3.4720110764145697e-07,-4.7431904832158903e-08
2,2,3,26,-1.6765293291593374e-08,1.4723166271504147e-07
2,2,3,27,2.9929880252342522e-08,3.2017163714559865e-09
2,2,3,28,3.5079690143939525e-10,-4.0202861430722217e-09
2,2,3,29,-3.5657017197162694e-10,-4.5336801985589601e-10
2,2,3,30,-3.135275045604306e-09,2.2882467420019345e-08
2,2,3,31,9.7336689199991957e-09,1.0953804435551688e-09
2,2,3,32,2.1074865615091946e-10,-1.9814813182694457e-09
2,2,3,33,-2.6640831300014291e-10,-2.4081314059080065e-11
2,2,3,34,-2.4038232099990318e-11,2.4390241538186221e-11
2,2,3,35,1.2953559747606192e-09,1.8052237599137648e-10
2,2,3,36,6.1642747439021608e-11,-5.5268568162812613e-10
2,2,3,37,-1.1264575475601323e-10,-1.1914171641108128e-11
2,2,3,38,-1.4033006923680658e-12,1.5156402134965952e-11
2,2,3,39,1.4170257459744121e-12,1.1273332535305689e-12
2,2,3,40,9.2569554811064928e-12,-6.426327869691551e-11
2,2,3,41,-2.7498203649591661e-11,-3.056217184388082e-12
2,2,3,42,-5.912155194006534e-13,5.6104712907372723e-12
2,2,3,43,7.5533231722804361e-13,7.1330270656717211e-14
2,2,3,44,4.3243088464035216e-14,-7.227684145928651e-14
2,2,3,45,-2.8414000567767604e-12,-4.2917701217583101e-13
2,2,3,46,-1.3581002952596983e-13,1.2191594135403318e-12
2,2,3,47,2.4897956105529792e-13,2.6200575316070231e-14
2,2,3,48,3.2188794611110361e-15,-3.3536683596576141e-14
2,2,3,49,-3.2572849026208253e-15,-1.5321954269188365e-15
2,2,4,0,0.00043308607284769007,-0.0045713220964426786
2,2,4,1,-0.0017916548732403329,-0.0001897081488195604
2,2,4,2,-3.9259901007461787e-05,0.00035225063969764975
2,2,4,3,4.6828337759609519e-05,-9.9163753365603067e-07
2,2,4,4,6.286424801726337e-05,0
2,2,4,5,-0.0019311441090766233,-0.00017292608772419927
2,2,4,6,-7.3289191792004583e-05,0.00073538031450789889
2,2,4,7,0.00014356793397473679,1.4969248249277778e-05
2,2,4,8,5.8970461841123647e-07,-1.8992210474795003e-05
2,2,4,9,-9.5590210308420199e-07,-1.2244166582281545e-05
2,2,4,10,-3.4263471666416916e-05,0.00044702320737878353
2,2,4,11,0.00015890211079967807,1.4329507296645717e-05
2,2,4,12,2.9180460328635543e-06,-2.989844767912524e-05
2,2,4,13,-3.8795797174559876e-06,-2.1272449231179506e-07
2,2,4,14,-1.4047263816626484e-06,2.7069832365032713e-07
2,2,4,15,6.0671760722655735e-05,4.589621427830199e-06
2,2,4,16,1.8854723933613556e-06,-2.1553336807433999e-05
2,2,4,17,-4.0330570761396843e-06,-3.8296802447842102e-07
2,2,4,18,-3.5152520992706762e-08,5.2076695164043571e-07
2,2,4,19,4.1297119003946033e-08,1.1975685985590077e-07
2,2,4,20,4.6798542309638617e-07,-5.8005143101549581e-06
2,2,4,21,-2.1169777042537933e-06,-1.8732907934988836e-07
2,2,4,22,-3.7914161156080173e-08,4.0032694580122251e-07
2,2,4,23,5.1898081554254648e-08,3.9130544740077195e-09
2,2,4,24,8.3013953301626923e-09,-4.4069488254325824e-09
2,2,4,25,-4.3499778484140227e-07,-3.8676829756119417e-08
2,2,4,26,-1.4965005514425615e-08,1.6422421812010498e-07
2,2,4,27,3.1543488487768128e-08,3.0144160968718019e-09
2,2,4,28,3.3310726611647893e-10,-4.119338688283291e-09
2,2,4,29,-3.6512356211105096e-10,-4.9014811243313933e-10
2,2,4,30,-2.6929228317669275e-09,2.7200421249551435e-08
2,2,4,31,1.0605391466360021e-08,1.000226543534038e-09
2,2,4,32,2.0027154739120033e-10,-2.0687826878792286e-09
2,2,4,33,-2.7224746676297427e-10,-2.310641391296782e-11
2,2,4,34,-2.5336929099567205e-11,2.484766136199185e-11
2,2,4,35,1.470909502635199e-09,1.6215026407940461e-10
2,2,4,36,5.7491134370331967e-11,-5.8946813407076639e-10
2,2,4,37,-1.1651792326248661e-10,-1.1428453698782757e-11
2,2,4,38,-1.3569501373488859e-12,1.5436470056914257e-11
2,2,4,39,1.4385845849635253e-12,1.1675758657686314e-12
2,2,4,40,8.6044909430698105e-12,-7.0384566964471468e-11
2,2,4,41,-2.8831417543934402e-11,-2.8995577687305559e-12
2,2,4,42,-5.7156521537678687e-13,5.7587548641517604e-12
2,2,4,43,7.6697476381875868e-13,6.9364704809292168e-14
2,2,4,44,4.4224725132298362e-14,-7.3180854175129097e-14
2,2,4,45,-3.0299577118201997e-12,-4.0874605504608052e-13
2,2,4,46,-1.3050472868119846e-13,1.2621486151730152e-12
2,2,4,47,2.5408140059352437e-13,2.5480213842902032e-14
2,2,4,48,3.1424471139900969e-15,-3.3974216560228792e-14
2,2,4,49,-3.2927315839375115e-15,-1.553832584510343e-15
2,2,5,0,-2.3034674393000108e-06,0.20978814978168545
2,2,5,1,0.073651410866198225,1.5693262497973136e-08
2,2,5,2,1.4425681949593068e-05,-0.013805714715532567
2,2,5,3,-0.0017722366827609901,0.00018344246618501577
2,2,5,4,-0.0019311441090766233,0.00017292608772419927
2,2,5,5,0.098331198538792464,0
2,2,5,6,5.9289200825196279e-09,-0.030156933094599485
2,2,5,7,-0.0055504399516047818,-3.8211870377953599e-06
2,2,5,8,4.2852274661940953e-05,0.00071313903297672628
2,2,5,9,6.9859135955132714e-05,0.00036506272397856317
2,2,5,10,1.3733297107141136e-05,-0.015867384506464913
2,2,5,11,-0.0056812452505702847,-9.2310784725449379e-07
2,2,5,12,-5.9647593238825213e-07,0.0010853716622270476
2,2,5,13,0.00014140401880816803,-5.6115265364484303e-06
2,2,5,14,4.2383717683098928e-05,-1.3948563844786244e-05
2,2,5,15,-0.0018740987280949318,-5.5378139499602442e-06
2,2,5,16,-3.6977793014767578e-07,0.00072487401325106845
2,2,5,17,0.00014192221366108885,7.5411563592520938e-08
2,2,5,18,-5.2720565460016359e-07,-1.8683060811543837e-05
2,2,5,19,-1.8528854885506254e-06,-3.6895161093693473e-06
2,2,5,20,-1.1082536276298201e-06,0.00017504696469942941
2,2,5,21,7.0426782247377652e-05,7.390308563663625e-08
2,2,5,22,8.4462170876929799e-09,-1.3990567463651193e-05
2,2,5,23,-1.8544024948104302e-06,3.906205456311784e-08
2,2,5,24,-2.5982637368257974e-07,1.8460446818928768e-07
2,2,5,25,1.3440791287125015e-05,1.4756828886980056e-07
2,2,5,26,9.8403462538398347e-09,-5.5267532860792335e-06
2,2,5,27,-1.1076523539997232e-06,-8.3324544008534947e-10
2,2,5,28,2.399302586209257e-09,1.4748134829967614e-07
2,2,5,29,1.4720707885617431e-08,1.5431695872826686e-08
2,2,5,30,1.47304860301354e-08,-8.7257612960516918e-07
2,2,5,31,-3.6353432401312963e-07,-9.8260931844156448e-10
2,2,5,32,-7.1000419950512844e-11,7.3272500658597627e-08
2,2,5,33,9.7864389519030391e-09,-1.2597966307261589e-10
2,2,5,34,7.9409732314803686e-10,-9.7870937756509001e-10
2,2,5,35,-4.8954251525083467e-08,-1.1763708000909138e-09
2,2,5,36,-7.8503226208981987e-11,2.0570542056217559e-08
2,2,5,37,4.1621529186028232e-09,5.1987807739727825e-12
2,2,5,38,-5.7722428883532207e-12,-5.5715008883881334e-10
2,2,5,39,-5.5799300730559571e-11,-3.6101209815859505e-11
2,2,5,40,-7.8300956803872433e-11,2.4151029331663106e-09
2,2,5,41,1.0208995412568737e-09,5.2274126052736998e-12
2,2,5,42,3.290631977942979e-13,-2.0713840736727384e-10
2,2,5,43,-2.7774067146178582e-11,2.2882289625698858e-13
2,2,5,44,-1.3144160232222262e-12,2.7911513465426539e-12
2,2,5,45,1.0640255815403281e-10,4.4746630082961558e-12
2,2,5,46,2.9898645507610868e-13,-4.5176304490415034e-11
2,2,5,47,-9.1853550582847873e-12,-1.8252295639239972e-14
2,2,5,48,8.0054001943931635e-15,1.2332107767701736e-12
2,2,5,49,1.2419608685883855e-13,4.3884544871548069e-14
2,2,6,0,-0.073641787651866492,-9.4267762064232183e-07
